collection,série,titre,date,pages,prix,âge,scenario,dessin,contenu VO,EAN,url,url cover
DC Presse,Before Watchmen,Before Watchmen #2,2013-03-15,136,5.72,12+,Collectif,Collectif,,9782365771689,https://www.urban-comics.com/before-watchmen-2/,https://bdi.dlpdomain.com/album/9782365771689/couv/M385x862/before-watchmen-2.jpg
DC Presse,Before Watchmen,Before Watchmen #2 Variant,2013-03-15,136,5.72,12+,Collectif,Collectif,,9782365772938,https://www.urban-comics.com/before-watchmen-2-variant/,https://bdi.dlpdomain.com/album/9782365772938/couv/M385x862/before-watchmen-2-variant.jpg
DC Presse,Before Watchmen,Before Watchmen #3,2013-05-17,136,5.72,12+,Collectif,Collectif,,9782365771696,https://www.urban-comics.com/before-watchmen-3/,https://bdi.dlpdomain.com/album/9782365771696/couv/M385x862/before-watchmen-3.jpg
DC Presse,Before Watchmen,Before Watchmen #3 Variant,2013-05-17,136,5.72,12+,Collectif,Collectif,,9782365772945,https://www.urban-comics.com/before-watchmen-3-variant/,https://bdi.dlpdomain.com/album/9782365772945/couv/M385x862/before-watchmen-3-variant.jpg
DC Presse,Before Watchmen,Before Watchmen #4,2013-07-12,136,5.72,12+,Collectif,Collectif,,9782365771702,https://www.urban-comics.com/before-watchmen-4/,https://bdi.dlpdomain.com/album/9782365771702/couv/M385x862/before-watchmen-4.jpg
DC Presse,Before Watchmen,Before Watchmen #4 Variant,2013-07-12,136,5.72,12+,Collectif,Collectif,,9782365772952,https://www.urban-comics.com/before-watchmen-4-variant/,https://bdi.dlpdomain.com/album/9782365772952/couv/M385x862/before-watchmen-4-variant.jpg
DC Presse,Before Watchmen,Before Watchmen #5,2013-09-13,144,5.72,12+,Collectif,Collectif,,9782365771719,https://www.urban-comics.com/before-watchmen-5/,https://bdi.dlpdomain.com/album/9782365771719/couv/M385x862/before-watchmen-5.jpg
DC Presse,Before Watchmen,Before Watchmen #5 Variant,2013-09-13,144,6.64,12+,Collectif,Collectif,,9782365772969,https://www.urban-comics.com/before-watchmen-5-variant/,https://bdi.dlpdomain.com/album/9782365772969/couv/M385x862/before-watchmen-5-variant.jpg
DC Presse,Before Watchmen,Before Watchmen #6,2013-11-15,144,5.72,12+,Collectif,Collectif,,9782365771726,https://www.urban-comics.com/before-watchmen-6/,https://bdi.dlpdomain.com/album/9782365771726/couv/M385x862/before-watchmen-6.jpg
DC Presse,Before Watchmen,Before Watchmen #6 Variant,2013-11-15,144,6.64,12+,Collectif,Collectif,,9782365772976,https://www.urban-comics.com/before-watchmen-6-variant/,https://bdi.dlpdomain.com/album/9782365772976/couv/M385x862/before-watchmen-6-variant.jpg
DC Presse,Before Watchmen,Before Watchmen #7,2014-01-17,160,5.72,12+,Collectif,Collectif,,9782365771733,https://www.urban-comics.com/before-watchmen-7/,https://bdi.dlpdomain.com/album/9782365771733/couv/M385x862/before-watchmen-7.jpg
DC Presse,Before Watchmen,Before Watchmen #7 Variant,2014-01-17,160,6.64,12+,Collectif,Collectif,,9782365772983,https://www.urban-comics.com/before-watchmen-7-variant/,https://bdi.dlpdomain.com/album/9782365772983/couv/M385x862/before-watchmen-7-variant.jpg
DC Presse,DC Saga,DC Saga #1,2012-05-25,96,5.72,12+,Collectif,Collectif,,9782365770828,https://www.urban-comics.com/dc-saga-1/,https://bdi.dlpdomain.com/album/9782365770828/couv/M385x862/dc-saga-1.jpg
DC Presse,DC Saga,DC Saga #1 Variant,2012-05-25,96,5.72,12+,Collectif,Collectif,,9782365770958,https://www.urban-comics.com/dc-saga-1-variant/,https://bdi.dlpdomain.com/album/9782365770958/couv/M385x862/dc-saga-1-variant.jpg
DC Presse,DC Saga,DC Saga #2,2012-06-28,96,5.72,12+,Collectif,Collectif,,9782365770835,https://www.urban-comics.com/dc-saga-2/,https://bdi.dlpdomain.com/album/9782365770835/couv/M385x862/dc-saga-2.jpg
DC Presse,DC Saga,DC Saga #3,2012-07-26,96,5.72,12+,Collectif,Collectif,,9782365770842,https://www.urban-comics.com/dc-saga-3/,https://bdi.dlpdomain.com/album/9782365770842/couv/M385x862/dc-saga-3.jpg
DC Presse,DC Saga,DC Saga #4,2012-08-31,96,5.72,12+,Collectif,Collectif,,9782365770859,https://www.urban-comics.com/dc-saga-4/,https://bdi.dlpdomain.com/album/9782365770859/couv/M385x862/dc-saga-4.jpg
DC Presse,DC Saga,DC Saga #5,2012-09-28,96,5.72,12+,Collectif,Collectif,,9782365770866,https://www.urban-comics.com/dc-saga-5/,https://bdi.dlpdomain.com/album/9782365770866/couv/M385x862/dc-saga-5.jpg
DC Presse,DC Saga,DC Saga #6,2012-10-25,96,5.72,12+,Collectif,Collectif,,9782365771139,https://www.urban-comics.com/dc-saga-6/,https://bdi.dlpdomain.com/album/9782365771139/couv/M385x862/dc-saga-6.jpg
DC Presse,DC Saga,DC Saga #7,2012-11-30,112,5.72,12+,Collectif,Collectif,,9782365771177,https://www.urban-comics.com/dc-saga-7/,https://bdi.dlpdomain.com/album/9782365771177/couv/M385x862/dc-saga-7.jpg
DC Presse,DC Saga,DC Saga #8,2012-12-21,112,5.72,12+,Collectif,Collectif,,9782365771207,https://www.urban-comics.com/dc-saga-8/,https://bdi.dlpdomain.com/album/9782365771207/couv/M385x862/dc-saga-8.jpg
DC Presse,DC Saga,DC Saga #9,2013-01-25,112,5.72,12+,Collectif,Collectif,,9782365771436,https://www.urban-comics.com/dc-saga-9/,https://bdi.dlpdomain.com/album/9782365771436/couv/M385x862/dc-saga-9.jpg
DC Presse,DC Saga,DC Saga #10,2013-02-22,112,5.72,12+,Collectif,Collectif,,9782365771443,https://www.urban-comics.com/dc-saga-10/,https://bdi.dlpdomain.com/album/9782365771443/couv/M385x862/dc-saga-10.jpg
DC Presse,DC Saga,DC Saga #11,2013-03-29,112,5.72,12+,Collectif,Collectif,,9782365771450,https://www.urban-comics.com/dc-saga-11/,https://bdi.dlpdomain.com/album/9782365771450/couv/M385x862/dc-saga-11.jpg
DC Presse,DC Saga,DC Saga #12,2013-04-26,112,5.72,12+,Collectif,Collectif,,9782365771467,https://www.urban-comics.com/dc-saga-12/,https://bdi.dlpdomain.com/album/9782365771467/couv/M385x862/dc-saga-12.jpg
DC Presse,DC Saga,DC Saga #13,2013-05-31,144,5.72,12+,Collectif,Collectif,,9782365771474,https://www.urban-comics.com/dc-saga-13/,https://bdi.dlpdomain.com/album/9782365771474/couv/M385x862/dc-saga-13.jpg
DC Presse,DC Saga,DC Saga #14,2013-06-14,144,5.72,12+,Collectif,Collectif,,9782365771481,https://www.urban-comics.com/dc-saga-14/,https://bdi.dlpdomain.com/album/9782365771481/couv/M385x862/dc-saga-14.jpg
DC Presse,DC Saga,DC Saga #15,2013-07-26,144,5.72,12+,Collectif,Collectif,,9782365771498,https://www.urban-comics.com/dc-saga-15/,https://bdi.dlpdomain.com/album/9782365771498/couv/M385x862/dc-saga-15.jpg
DC Presse,DC Saga,DC Saga #16,2013-08-30,128,5.60,12+,Collectif,Collectif,,9782365771504,https://www.urban-comics.com/dc-saga-16/,https://bdi.dlpdomain.com/album/9782365771504/couv/M385x862/dc-saga-16.jpg
DC Presse,DC Saga,DC Saga #17,2013-09-27,144,5.60,12+,Collectif,Collectif,,9782365771511,https://www.urban-comics.com/dc-saga-17/,https://bdi.dlpdomain.com/album/9782365771511/couv/M385x862/dc-saga-17.jpg
DC Presse,DC Saga,DC Saga #18,2013-10-31,112,5.72,12+,Collectif,Collectif,,9782365771528,https://www.urban-comics.com/dc-saga-18/,https://bdi.dlpdomain.com/album/9782365771528/couv/M385x862/dc-saga-18.jpg
DC Presse,DC Saga Hors-série,DC Saga Hors-Série #1,2013-06-14,136,5.72,12+,Collectif,Collectif,,9782365773027,https://www.urban-comics.com/dc-saga-hors-serie-1/,https://bdi.dlpdomain.com/album/9782365773027/couv/M385x862/dc-saga-hors-serie-1.jpg
DC Presse,DC Saga Hors-série,DC Saga Hors-Série #2,2013-08-23,136,5.72,12+,Collectif,Collectif,,9782365773058,https://www.urban-comics.com/dc-saga-hors-serie-2/,https://bdi.dlpdomain.com/album/9782365773058/couv/M385x862/dc-saga-hors-serie-2.jpg
DC Presse,DC Saga Hors-série,DC Saga Hors-série #3,2013-10-18,136,5.72,12+,Collectif,Collectif,,9782365773171,https://www.urban-comics.com/dc-saga-hors-serie-3/,https://bdi.dlpdomain.com/album/9782365773171/couv/M385x862/dc-saga-hors-serie-3.jpg
DC Presse,DC Saga Presente,DC Saga présente #1,2014-03-28,,5.72,12+,Collectif,Collectif,,9782365771535,https://www.urban-comics.com/dc-saga-presente-1/,https://bdi.dlpdomain.com/album/9782365771535/couv/M385x862/dc-saga-presente-1.jpg
DC Presse,DC Saga Presente,DC Saga présente #2,2014-06-27,,5.72,12+,Collectif,Collectif,,9782365771542,https://www.urban-comics.com/dc-saga-presente-2/,https://bdi.dlpdomain.com/album/9782365771542/couv/M385x862/dc-saga-presente-2.jpg
DC Presse,DC Saga Presente,DC Saga présente #3,2014-09-26,,5.72,12+,Collectif,Collectif,,9782365775069,https://www.urban-comics.com/dc-saga-presente-3/,https://bdi.dlpdomain.com/album/9782365775069/couv/M385x862/dc-saga-presente-3.jpg
